Event Name,Event Time,Status,External Url
Clean Energy for America Inaugural Ball,"Jan 21, 2021 12:00 AM - Jan 21, 2021 04:00 AM",ATTENDING,http://bit.ly/ce4binauguration
May 21 Innovation & Impact - Investing in Indian Country Panel ,"May 21, 2020 05:00 PM - May 21, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/weekly-financial-innovation-impact-investing-webinar-and-qa-tickets-104654207552
TBLI Conference Americas 2020 (Virtual) All sessions taped,"Dec 03, 2020 01:00 PM - Dec 05, 2020 01:00 AM",ATTENDING,https://www.runtheworld.today/app/invitation/4128
Angel Capital Summit 2020,"Mar 11, 2020 02:00 PM - Mar 12, 2020 12:00 AM",ATTENDING,https://rockiesventureclub.wildapricot.org/event-3672143
2nd ANNUAL IMPACT INVESTING SUMMIT 2021 | 25 & 26 MARCH 2021 | CAPETOWN |,"Mar 25, 2021 03:00 PM - Mar 26, 2021 04:00 PM",ATTENDING,https://africa-insights.com/shop/
Jan 28: Speaker Series: Corporate Financial Innovation and Impact Investing,"Jan 28, 2021 06:00 PM - Jan 28, 2021 07:00 PM",ATTENDING,https://www.eventbrite.com/e/speaker-series-corporate-financial-innovation-and-impact-investing-tickets-102606885958
Mar 25: Corporate HR Financial Innovation & Impact Investing,"Mar 25, 2021 05:00 PM - Mar 25, 2021 06:00 PM",ATTENDING,https://www.eventbrite.com/e/speaker-series-corporate-financial-innovation-and-impact-investing-tickets-102618127582
Jan 16th Corporate Financial Innovation and Impact Investing 101,"Jan 16, 2020 07:00 PM - Jan 16, 2020 08:30 PM",ATTENDING,https://www.eventbrite.com/e/corporate-financial-innovation-and-impact-investing-101-tickets-77977327285
[Webinar] 10X Your Business Using My Foolproof Virtual Assistant System,"Jun 24, 2020 12:00 AM - Jun 24, 2020 01:30 AM",NOT_ATTENDING,https://go.multifamilyu.com/10x-l
Corporate Financial Innovation and Impact Investing,"Jan 29, 2020 04:00 PM - Jan 31, 2020 03:30 AM",ATTENDING,https://www.eventbrite.com/e/corporate-financial-innovation-impact-investing-2-day-exec-ed-course-tickets-77159984591
Fundraising & Financial Innovation & Impact Investing 101,"Oct 14, 2020 05:00 PM - Oct 14, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/fundraising-financial-innovation-impact-investing-101-tickets-123054582569
"May 20, 2020: Keys to COVID Recovery: Impact Investing Giving Circles","May 20, 2020 05:00 PM - May 20, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/102692124910
Real Estate Opportunities Sparked by the COVID Pandemic,"Sep 30, 2020 12:00 AM - Sep 30, 2020 01:00 AM",NOT_ATTENDING,https://go.multifamilyu.com/4-COVID-Update
Main Street Lender Investor Club Launch,"May 27, 2020 05:30 PM - May 28, 2020 08:00 PM",ATTENDING,https://www.eventbrite.com/e/103548811282
Nov 11: Main Street Lender Investor Club ,"Nov 11, 2020 06:30 PM - Nov 11, 2020 09:00 PM",ATTENDING,https://www.eventbrite.com/e/main-street-lender-investor-club-tickets-109261443920
Impact investing- it's a new world! ,"Nov 26, 2020 01:00 PM - Nov 26, 2020 02:30 PM",NOT_ATTENDING,https://us02web.zoom.us/webinar/register/WN_MiodjmehRLmvgbtfDgWcWA
The Angel Accelerator,"Jan 14, 2021 02:00 AM - Jan 14, 2021 03:30 AM",ATTENDING,
Clean Energy Social - Virtual Grand Opening,"Apr 30, 2020 02:00 PM - May 25, 2020 03:00 PM",NOT_ATTENDING,http://www.cleanenergysocial.com
Carbon Summit,"Jun 16, 2021 02:30 PM - Jun 18, 2021 12:00 AM",ATTENDING,
Climate Chatter: How to finance a green post-COVID-19 recovery?,"Jul 01, 2020 02:00 PM - Jul 01, 2020 03:00 PM",ATTENDING,https://register.gotowebinar.com/register/511710920041126669
"July 15: Sustainable Forestry, For Profits & Impact Investing","Jul 15, 2020 05:00 PM - Jul 15, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/107509403520
Feb 12: New York State CDFI Investor Club Informational Webinar,"Feb 12, 2021 05:00 PM - Feb 12, 2021 06:00 PM",ATTENDING,https://www.eventbrite.com/e/new-york-state-cdfi-investor-club-informational-webinar-tickets-137309451265
Chat With Nish - Disability Inclusion in the Workplace,"Jul 29, 2020 06:00 PM - Jul 29, 2020 06:15 PM",NOT_ATTENDING,
TBLI Webinar-Wendell Potter - Healthcare Superhero Whistleblower,"Aug 21, 2020 02:00 PM - Aug 21, 2020 04:30 PM",NOT_ATTENDING,https://app.runtheworld.today/invitation/4754
Apr 29: Speaker Series: Corporate Financial Innovation and Impact Investing,"Apr 29, 2021 05:00 PM - Apr 29, 2021 06:00 PM",ATTENDING,https://www.eventbrite.com/e/speaker-series-corporate-financial-innovation-and-impact-investing-tickets-102611768562
Dec 3: 2020-21 CO Women Call for Social Ventures Info Webinar,"Dec 03, 2020 06:00 PM - Dec 03, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/131102670617
Jan 31st Corporate Financial Innovation and Impact Investing 101,"Jan 31, 2020 07:00 PM - Jan 31, 2020 08:30 PM",ATTENDING,https://www.eventbrite.com/e/corporate-financial-innovation-and-impact-investing-101-tickets-86432898125
Mass Timber March Madness-Online March 1st to 27th -Tickets only $25 to $49,"Mar 01, 2021 05:00 PM - Mar 27, 2021 07:00 PM",ATTENDING,https://masstimbercity.com/event/march-mass-timber-event/
Nov. 24: 2020-21 CO Women Call for Social Ventures,"Nov 24, 2020 07:00 PM - Nov 24, 2020 08:00 PM",ATTENDING,https://www.eventbrite.com/e/128170245655/
9/11 State Of Mind ,"Sep 10, 2020 04:00 PM - Sep 11, 2020 04:00 AM",NOT_ATTENDING,www.911stateofmind.com
Independent Women Summit 2020 World,"Sep 12, 2020 10:00 AM - Sep 13, 2020 04:00 PM",NOT_ATTENDING,https://independentwomen.co/pages/iws2020/
Investing in Non-Profits for Economic Mobility: Pay for Success,"Nov 10, 2020 04:00 PM - Nov 10, 2020 05:30 PM",ATTENDING,https://www.eventbrite.com/e/4-impact-investment-offerings-driving-upward-economic-mobility-in-colorado-tickets-127473206793
Are You IN? Building an inclusive global economy for all.,"Sep 16, 2020 06:00 PM - Sep 16, 2020 06:30 PM",NOT_ATTENDING,
REAL Bright Summit: Building the Future of Real Estate,"Jan 25, 2021 03:00 PM - Jan 29, 2021 09:00 PM",NOT_ATTENDING,https://eisenbergfoundation.org/event/real-bright-summit/
nRhythm Design Sprint: Regenerating Democracy in the USA with Josh Silver,"Mar 10, 2021 07:00 PM - Mar 10, 2021 08:00 PM",NOT_ATTENDING,https://www.nrhythm.co/design-sprints
Our Story Forum (Virtual),"Oct 31, 2020 04:00 PM - Oct 31, 2020 08:00 PM",ATTENDING,https://lcfc.e-attend.com/home/index
Essential Jobs That Will Help Us Build Our New Economy: Sustainable Forest,"May 06, 2020 05:00 PM - May 06, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/weekly-financial-innovation-impact-investing-webinar-and-qa-tickets-102692321498
Learn About Our Women's Impact Investing Giving Circle,"Oct 27, 2020 11:00 PM - Oct 28, 2020 12:00 AM",ATTENDING,www.wfco.org/wiigc
September IFC Monthly Coffee - Deal Doctor,"Sep 29, 2020 10:30 PM - Sep 29, 2020 11:30 PM",ATTENDING,https://www.eventbrite.com/e/september-ifc-monthly-coffee-deal-doctor-tickets-88611189453
Employee Ownership: Coops to ESOPS,"Nov 11, 2020 06:00 PM - Nov 12, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/employee-ownership-coops-to-esops-tickets-123086782881
Apr 2: New York State CDFI Investor Club,"Apr 02, 2021 04:00 PM - Apr 02, 2021 06:00 PM",ATTENDING,https://www.eventbrite.com/e/new-york-state-cdfi-investor-club-tickets-137333477127
Let's Talk Impact Investing: Creative Solutions with Clark Kellogg,"Oct 07, 2020 05:00 PM - Oct 07, 2020 06:00 PM",ATTENDING,https://us02web.zoom.us/j/5546752212
Mar 16: Impact Real Estate Investor Club,"Mar 16, 2021 05:30 PM - Mar 16, 2021 08:00 PM",ATTENDING,https://www.eventbrite.com/e/132414209465
The Women's Impact Investing Giving Circle Call for Social Ventures,"Nov 24, 2020 06:00 PM - Nov 24, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/128170245655
Nov 5: New York State CDFI Impact Investing Institute,"Nov 05, 2021 04:00 PM - Nov 05, 2021 05:00 PM",ATTENDING,https://www.eventbrite.com/e/new-york-state-cdfi-investor-club-informational-webinar-tickets-144089251831
Equity vs Debt (& other funding structures) For Social Ventures,"Feb 07, 2020 10:00 PM - Feb 07, 2020 11:00 PM",ATTENDING,https://www.eventbrite.com/e/equity-vs-debt-and-other-funding-structures-for-social-ventures-tickets-92807416481?fbclid=IwAR1w2U-NhRatr-gLthLhBn38n6SlR3ToboAdAdkyqTsUCEHizu9ce0hHXTU
Webinar - Multifamily Investment Opportunity,"Nov 17, 2020 01:00 AM - Nov 17, 2020 02:30 AM",NOT_ATTENDING,https://go.grocapitus.com/4-OakHills
March 16 Impact Real Estate Investor Club,"Mar 16, 2021 05:30 PM - Mar 16, 2021 08:00 PM",ATTENDING,https://www.eventbrite.com/e/impact-real-estate-investor-club-tickets-132414209465
One World Virtual Impact Summit 2020,"Apr 30, 2020 06:00 PM - Apr 30, 2020 10:30 PM",ATTENDING,https://www.eventbrite.com/e/one-world-virtual-impact-summit-tickets-64266125712
DEVELOPING YOUR BUSINESS'360° DIGITAL TRANSFORMATION ROADMAP- Pls Register!,"Aug 13, 2020 03:00 PM - Aug 13, 2020 04:30 PM",ATTENDING,https://event.webinarjam.com/register/14/l9qk1u0
Evolution in Autism Hiring - Chat with Anthony Pacilio,"Oct 28, 2020 06:00 PM - Oct 28, 2020 06:30 PM",NOT_ATTENDING,
Philly Forward Forum,"Dec 17, 2020 02:30 PM - Dec 17, 2020 11:00 PM",ATTENDING,https://hopin.com/events/philly-forward-forum
Speaker Series: Corporate Financial Innovation and Impact Investing,"May 21, 2020 07:00 PM - May 21, 2020 08:00 PM",ATTENDING,https://www.eventbrite.com/e/speaker-series-corporate-financial-innovation-and-impact-investing-tickets-94245818781?utm_source=eventbrite&utm_medium=email&utm_campaign=event_reminder&utm_term=eventname&ref=eemaileventremind
Remote Business Mastery - Start And Grow Your Online Business - FREE EVENT,"Jul 22, 2020 01:00 PM - Jul 26, 2020 07:00 PM",NOT_ATTENDING,https://remotebusinessmastery.com/
August 26: Main Street Lender Investor Club,"Aug 26, 2020 05:30 PM - Aug 26, 2020 08:00 PM",ATTENDING,https://www.eventbrite.com/e/108915575418
How will the 2020 Presidential Election Impact the Real Estate Industry?,"Oct 24, 2020 05:00 PM - Oct 24, 2020 06:30 PM",NOT_ATTENDING,https://go.multifamilyu.com/4-TownHall9
Oct 1: New York State CDFI Investor Club,"Oct 01, 2021 04:00 PM - Oct 01, 2021 06:00 PM",ATTENDING,
Angel Capital Summit 2021,"Mar 23, 2021 06:00 PM - Mar 24, 2021 11:00 PM",ATTENDING,https://rockiesventureclub.wildapricot.org/event-4121900
TBLI New Years Party-Open mic: 60 seconds of fame (First 500 tickets free),"Dec 31, 2020 03:00 PM - Dec 31, 2020 07:00 PM",ATTENDING,https://www.runtheworld.today/app/invitation/14182
How To Become Empowered In Your Career - Free Online Masterclass ,"Jun 03, 2020 01:00 AM - Jun 03, 2020 02:30 AM",NOT_ATTENDING,https://bit.ly/2B8kfIb
STEM Education & Workforce Equity Forum,"Sep 24, 2020 10:00 PM - Sep 24, 2020 11:30 PM",ATTENDING,http://tinyurl.com/STEMGen
"Mar. 17 Diversity, Equity, + Inclusion Financial Innovation & Impact Invest","Mar 17, 2020 01:30 PM - Mar 17, 2020 03:30 PM",ATTENDING,https://www.eventbrite.com/e/diversity-equity-and-inclusion-financial-innovation-and-impact-investing-tickets-96533051957
July 21: IFC Monthly Coffee - Deal Doctor: Impact Investing ,"Jul 21, 2020 07:00 PM - Jul 22, 2020 08:00 PM",ATTENDING,https://www.eventbrite.com/e/88610864481
Jan 27: Sustainable Forestry: Mass Timber & CLT Investor Club,"Jan 27, 2021 06:30 PM - Jan 27, 2021 09:00 PM",ATTENDING,https://www.eventbrite.com/e/sustainable-forestry-investor-club-tickets-109260031696
Webinar: Park Lane Houston Investor Presentation,"Aug 19, 2020 12:00 AM - Aug 19, 2020 01:00 AM",NOT_ATTENDING,https://go.grocapitus.com/5-ParkLaneHouston
October IFC Monthly Coffee - Deal Doctor: Impact Investing,"Oct 28, 2020 10:30 PM - Oct 28, 2020 11:30 PM",ATTENDING,https://www.eventbrite.com/e/october-ifc-monthly-coffee-deal-doctor-impact-investing-tickets-88611255651
Meaningful Money: Growing a Portfolio for Social Good,"Oct 27, 2020 05:00 PM - Oct 27, 2020 06:30 PM",ATTENDING,https://www.eventbrite.com/e/meaningful-money-growing-a-portfolio-for-social-good-tickets-124599605775
IIoT World's Industrial Cybersecurity Day 2020,"Oct 22, 2020 01:00 PM - Dec 31, 2020 09:00 PM",NOT_ATTENDING,https://www.eventbrite.com/e/iiot-worlds-industrial-cybersecurity-day-tickets-119016075285?discount=EarlyBirdregistrants
Feb 25: Speaker Series: Corporate Financial Innovation and Impact Investing,"Feb 25, 2021 06:00 PM - Feb 25, 2021 07:00 PM",ATTENDING,https://www.eventbrite.com/e/speaker-series-corporate-financial-innovation-and-impact-investing-tickets-102614157708
July 29: Four Part Series: Part 1: Evaluating Investment Advisor and Search,"Jul 29, 2020 05:00 PM - Jul 29, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/107515999248
"Dec. 10, Last Call: 2020-21 CO Women Call for Social Ventures Info Webinar","Dec 10, 2020 06:00 PM - Dec 10, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/last-call-2020-21-co-women-call-for-social-ventures-info-webinar-tickets-131104050745
"Blurring the lines of Abilities - ""The New Normal"" ","Jul 22, 2020 06:00 PM - Jul 22, 2020 06:15 PM",ATTENDING,
Coffee with CoPeace and Special Guest Jessica O. Matthews,"Apr 24, 2020 04:00 PM - Apr 24, 2020 04:30 PM",ATTENDING,https://zoom.us/j/956968416
Lunch in the Net Room,"Mar 26, 2021 05:00 PM - Mar 26, 2021 06:00 PM",NOT_ATTENDING,
Using your DAF or Foundation to Invest in Economic Recovery (PPP),"Apr 29, 2020 05:00 PM - Apr 29, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/weekly-financial-innovation-impact-investing-webinar-and-qa-tickets-102692124910
2021 Mindset Masterclass - Goal Setting vs Goal Achieving - LIVE Q&A After,"Jan 26, 2021 04:00 PM - Jan 26, 2021 05:30 PM",NOT_ATTENDING,https://www.eventbrite.co.uk/e/mindset-masterclass-w-preston-weekes-eldin-hasa-tickets-134580725573
Oct 13: Indigenous Communities Investor Club Launch,"Oct 13, 2020 05:30 PM - Oct 13, 2020 08:00 PM",ATTENDING,https://www.eventbrite.com/e/indigenous-communities-investor-club-launch-tickets-120236527691
Tools for Using your DAF to Invest in Main Street - Intro to Realize Impact,"May 13, 2020 06:00 PM - May 13, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/102692124910
Coffee with CoPeace Featuring Special Guest Delise O'Meally,"Jul 31, 2020 04:00 PM - Jul 31, 2020 05:00 PM",ATTENDING,https://us02web.zoom.us/j/5546752212
Recovering from Crisis while Building a More Just & Sustainable Economy,"Apr 15, 2020 05:00 PM - Apr 15, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/weekly-financial-innovation-impact-investing-webinar-and-qa-tickets-102692124910?fbclid=IwAR0c_XW4BsJgOpHgfibkLpDfRwtktTbJG6uVv1Z-iR5frCsiiWm9RLnJJF0
Oct 27: Colorado Women's Impact Investing Giving Circle,"Oct 27, 2020 10:00 PM - Oct 27, 2020 11:30 PM",ATTENDING,https://www.eventbrite.com/e/109853821738
Feb.25 Speaker Series: Corporate Financial Innovation and Impact investing,"Feb 25, 2020 06:00 PM - Feb 25, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/speaker-series-corporate-financial-innovation-and-impact-investing-tickets-91466590033?fbclid=IwAR1lhicQgAPsMaKOWylTpr6f1heRrIYo5RRihm92cRmsZJCdXESKYSLcxLI
Women/Corporate Series: Employee Relief Fund: Case Study Eileen Fisher,"Jul 16, 2020 05:00 PM - Jul 16, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/102728287072
Aug 6: New York State CDFI Investor Club Webinar,"Aug 06, 2021 04:00 PM - Aug 06, 2021 05:00 PM",ATTENDING,https://www.eventbrite.com/e/new-york-state-cdfi-investor-club-informational-webinar-tickets-144086571815
Ethics and Racial Bias Training,"Sep 30, 2020 05:00 PM - Sep 30, 2020 08:00 PM",NOT_ATTENDING,https://attendee.gotowebinar.com/register/2722461567773721101
International Biotech Symposium 2021,"Feb 13, 2021 01:00 PM - Feb 20, 2021 05:59 PM",NOT_ATTENDING,https://www.ibs2021.info/
September 17: How to Partner with Impact Finance Center,"Sep 17, 2020 05:00 PM - Sep 17, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/how-to-partner-with-impact-finance-center-tickets-120562205803
November IFC Monthly Coffee - Deal Doctor: Impact Investing,"Nov 11, 2020 11:30 PM - Nov 12, 2020 12:30 AM",ATTENDING,https://www.eventbrite.com/e/november-ifc-monthly-coffee-deal-doctor-impact-investing-tickets-123110953175
Jan 14: Community Foundations & Impact Investing,"Jan 14, 2021 06:00 PM - Jan 14, 2021 07:00 PM",ATTENDING,https://www.eventbrite.com/e/community-foundations-impact-investing-tickets-113773662086
FOOD FUNDED: Entrepreneurship & Investor Fair ,"Oct 06, 2020 05:00 PM - Oct 07, 2020 11:30 PM",ATTENDING,https://hopin.to/events/food-funded-2020?ref=1b6db0c3df2d
Caribbean Sustainable Investment Forum,"Nov 17, 2020 03:00 PM - Nov 17, 2020 11:00 PM",ATTENDING,https://hopin.to/events/caribbean-sustainable-investment-forum
Why Main Street Investor Clubs are the Key to COVID Recovery,"May 14, 2020 05:00 PM - May 14, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/104799939440
July 22: Sustainable Forestry: Mass Timber & CLT Impact Investing Clubs,"Jul 22, 2020 05:00 PM - Jul 22, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/113528181848
Employee Ownership & Financial Innovation & Impact Investing 101,"Sep 30, 2020 05:00 PM - Sep 30, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/employee-ownership-financial-innovation-impact-investing-101-tickets-107516978176
Women Leading Regeneration Face to Face Online Gathering,"Apr 28, 2020 02:30 PM - Apr 29, 2020 07:30 PM",ATTENDING,https://www.eventbrite.com/e/women-leading-regeneration-summit-tickets-91188273581
REUTERS NEXT ,"Jan 11, 2021 05:00 AM - Jan 14, 2021 07:00 PM",ATTENDING,https://bit.ly/37n6xxw
